blue team,red team,result,game time,blue gold,red gold
T1,NS RedForce,Victory,34:50,67.4,60
DWG KIA,Gen.G,Defeat,27:37,45.4,56.5
Kwangdong Freecs,DRX,Defeat,35:37,57.2,69.7
Kwangdong Freecs,DRX,Defeat,36:32,57.2,66.9
DWG KIA,Gen.G,Victory,39:60,81.8,75.9
Gen.G,DWG KIA,Victory,39:60,75.7,61.3
Gen.G,Fredit BRION,Victory,33:59,63.7,60.4
Fredit BRION,Gen.G,Defeat,33:59,56.2,65.4
Liiv SANDBOX,T1,Victory,30:31,59.8,49.2
Gen.G,KT Rolster,Victory,38:06,70.3,65.6
T1,Liiv SANDBOX,Defeat,23:48,38.5,48
KT Rolster,Gen.G,Victory,28:52,62.1,46.2
Gen.G,KT Rolster,Victory,37:10,68.6,61
Liiv SANDBOX,DRX,Victory,30:33,55.2,48.9
Kwangdong Freecs,DWG KIA,Defeat,41:40,62.1,74.3
Kwangdong Freecs,DWG KIA,Defeat,40:49,72.2,77.3
T1,DWG KIA,Victory,31:25,61.1,48.4
DWG KIA,T1,Defeat,31:15,49.2,64.7
DRX,Liiv SANDBOX,Defeat,31:59,51.6,62.7
DRX,Liiv SANDBOX,Victory,35:11,67.5,55.4
DRX,KT Rolster,Defeat,24:13,37.6,53
DRX,Hanwha Life,Victory,32:27,62,51.5
Hanwha Life,DRX,Victory,32:50,65.7,56.5
Liiv SANDBOX,DRX,Victory,51:15,84.8,84.2
DWG KIA,KT Rolster,Victory,42:53,76.6,68.6
DRX,KT Rolster,Defeat,24:26,38.2,48.7
NS RedForce,Hanwha Life,Victory,32:45,64.7,49.4
DRX,Hanwha Life,Defeat,30:42,46.5,65.9
NS RedForce,Kwangdong Freecs,Victory,32:51,56.9,48.8
KT Rolster,DWG KIA,Defeat,40:11,65.9,73.6
KT Rolster,DWG KIA,Victory,30:43,59.2,44.4
Hanwha Life,NS RedForce,Defeat,31:59,53.6,61.9
Kwangdong Freecs,NS RedForce,Defeat,24:32,37.2,51
DWG KIA,KT Rolster,Defeat,40:22,71.3,70.9
DWG KIA,KT Rolster,Victory,41:57,73.3,70.1
Fredit BRION,Liiv SANDBOX,Defeat,28:57,46,56.6
Gen.G,Liiv SANDBOX,Victory,28:47,63,49.9
Fredit BRION,Liiv SANDBOX,Defeat,26:37,43.5,56.3
Liiv SANDBOX,Gen.G,Defeat,36:37,64.6,70
Liiv SANDBOX,Gen.G,Victory,31:35,62.9,58.8
Gen.G,Liiv SANDBOX,Victory,22:36,47.7,33.1
T1,DWG KIA,Victory,25:04,48.8,39.8
DWG KIA,T1,Defeat,25:36,43,50.4
DWG KIA,T1,Victory,38:17,75.1,61.3
T1,DWG KIA,Defeat,32:50,56,60.4
T1,DWG KIA,Victory,42:53,76,68.3
T1,Gen.G,Defeat,38:14,63.4,77.4
T1,Gen.G,Defeat,26:13,38.8,56.6
Gen.G,T1,Victory,34:29,63.7,56.3
Oh My God,TT Gaming,Victory,22:45,45.5,38.5
Oh My God,TT Gaming,Victory,24:04,54.3,41.2
FunPlus Phoenix,RNG,Victory,31:33,64,53.2
FunPlus Phoenix,RNG,Defeat,37:51,66.3,72.2
RNG,FunPlus Phoenix,Defeat,31:40,54.1,60
JD Gaming,EDward Gaming,Defeat,25:31,44.3,54.8
TT Gaming,Invictus Gaming,Defeat,26:41,42.6,54.4
JD Gaming,EDward Gaming,Defeat,32:40,55.2,65.8
Invictus Gaming,TT Gaming,Victory,29:31,56,47
Team WE,Weibo Gaming,Defeat,39:44,72.2,74.3
LGD Gaming,Anyone's Legend,Victory,35:37,72.6,61.8
Weibo Gaming,Team WE,Victory,25:19,54.6,37.8
LGD Gaming,FunPlus Phoenix,Defeat,36:42,60.8,68.1
Anyone's Legend,LGD Gaming,Victory,28:32,54.4,44.8
LGD Gaming,Anyone's Legend,Defeat,30:46,52.3,59.3
LGD Gaming,FunPlus Phoenix,Defeat,24:42,44.2,55.2
Anyone's Legend,Oh My God,Defeat,32:09,52.3,62.4
TT Gaming,EDward Gaming,Defeat,24:04,35.5,49.9
Rare Atom,Top Esports,Victory,34:05,66.8,56.7
Top Esports,Rare Atom,Defeat,37:49,69.2,70.4
Oh My God,Anyone's Legend,Victory,39:12,73.4,71.2
RNG,JD Gaming,Victory,31:49,65.2,50.7
TT Gaming,EDward Gaming,Defeat,24:36,38.9,52.2
Ultra Prime,LNG Esports,Defeat,31:12,53.7,62.3
RNG,JD Gaming,Defeat,33:16,60.5,62.3
RNG,JD Gaming,Victory,31:47,61.2,52.4
Top Esports,Ultra Prime,Victory,36:11,71.9,62.3
Ultra Prime,LNG Esports,Defeat,25:53,43.9,54.5
Top Esports,Ultra Prime,Defeat,34:43,59.9,67.8
Top Esports,Ultra Prime,Victory,29:51,63.9,47.3
Rare Atom,LNG Esports,Victory,36:01,71.3,63.4
Rare Atom,LNG Esports,Defeat,28:51,48.3,57
Rare Atom,LNG Esports,Defeat,40:47,69.6,74.1
TT Gaming,RNG,Defeat,45:34,77,82.4
Oh My God,Invictus Gaming,Victory,37:04,71.6,57.3
Invictus Gaming,Oh My God,Defeat,23:00,37.4,47.9
RNG,TT Gaming,Victory,34:32,64.2,59.4
FunPlus Phoenix,Anyone's Legend,Victory,29:12,56.8,47
Team WE,Victory Five,Defeat,31:04,52.6,60.6
FunPlus Phoenix,Anyone's Legend,Victory,33:58,67,58.8
LGD Gaming,JD Gaming,Defeat,41:20,67.7,78
Team WE,Victory Five,Victory,31:33,59.7,50.8
LGD Gaming,JD Gaming,Defeat,41:05,73.5,74.6
Victory Five,Team WE,Victory,30:58,60,50.7
Ultra Prime,EDward Gaming,Defeat,30:23,49.1,62.3
Ultra Prime,EDward Gaming,Victory,35:07,69.1,55.5
Bilibili Gaming,Weibo Gaming,Defeat,30:22,50.6,60
Ultra Prime,EDward Gaming,Defeat,34:10,52.7,62.1
Weibo Gaming,Bilibili Gaming,Defeat,26:08,40.3,51.7
Team WE,Top Esports,Victory,31:35,55.2,48.9
Bilibili Gaming,Weibo Gaming,Victory,40:09,71.5,68.4
Top Esports,Team WE,Victory,29:44,57.2,47.6
Team WE,Top Esports,Defeat,26:48,42.5,52.2
LNG Esports,Invictus Gaming,Victory,29:59,63.3,45.7
Rare Atom,Victory Five,Victory,36:16,71.9,60.3
Invictus Gaming,LNG Esports,Defeat,39:07,68.7,71.5
Victory Five,Rare Atom,Victory,31:42,65.1,55.8
Rare Atom,Victory Five,Defeat,30:35,53.1,60.8
Oh My God,Bilibili Gaming,Victory,33:47,68.7,55.9
Bilibili Gaming,Oh My God,Victory,28:17,56.8,48.1
Oh My God,Bilibili Gaming,Defeat,32:18,51.9,66
Ultra Prime,LGD Gaming,Victory,26:29,52.8,40.8
LGD Gaming,Ultra Prime,Victory,26:14,54,42.7
Ultra Prime,LGD Gaming,Victory,33:06,65.3,56.5
Anyone's Legend,RNG,Victory,33:24,63.6,58
Anyone's Legend,RNG,Defeat,32:50,54.2,66.5
Anyone's Legend,RNG,Defeat,29:24,49.2,58.9
Weibo Gaming,TT Gaming,Victory,26:09,54.6,39.4
Weibo Gaming,TT Gaming,Defeat,33:33,50.8,60.6
Weibo Gaming,TT Gaming,Victory,39:32,74.3,62
LNG Esports,Team WE,Victory,23:46,50.3,40.3
LNG Esports,Team WE,Victory,28:29,56.6,46.2
FunPlus Phoenix,JD Gaming,Victory,25:03,53.1,41.5
FunPlus Phoenix,JD Gaming,Defeat,33:08,54.6,64.1
JD Gaming,FunPlus Phoenix,Victory,28:13,59,49.8
EDward Gaming,Oh My God,Victory,24:40,52,37.4
EDward Gaming,Oh My God,Victory,30:54,58.2,47.4
LGD Gaming,Oh My God,Victory,33:43,62.6,59.3
Weibo Gaming,Anyone's Legend,Victory,24:49,49.2,38.5
Weibo Gaming,Anyone's Legend,Victory,30:41,57.8,52.5
Oh My God,LGD Gaming,Victory,24:46,49.8,38.6
LGD Gaming,Oh My God,Victory,36:48,68.5,67.4
Invictus Gaming,RNG,Defeat,31:37,52,62.1
Invictus Gaming,RNG,Defeat,32:35,51.4,68.7
Bilibili Gaming,Rare Atom,Victory,34:34,67,58.4
Bilibili Gaming,Rare Atom,Victory,35:33,66.5,56.6
Weibo Gaming,Victory Five,Defeat,35:14,58.7,66
Victory Five,Top Esports,Defeat,53:24,90.1,89.3
Top Esports,Victory Five,Defeat,39:25,67.4,71.9
Invictus Gaming,Ultra Prime,Defeat,43:25,76.3,84
Ultra Prime,Invictus Gaming,Victory,23:49,52.6,38.8
Victory Five,Weibo Gaming,Defeat,26:08,40.2,55
Weibo Gaming,Victory Five,Victory,31:28,57.7,51.3
Victory Five,Top Esports,Victory,26:59,57.6,43.7
Anyone's Legend,TT Gaming,Defeat,36:49,59,66.6
TT Gaming,Anyone's Legend,Defeat,27:20,40.7,56.7
LNG Esports,FunPlus Phoenix,Victory,33:19,67.2,54.3
FunPlus Phoenix,LNG Esports,Victory,28:59,54.3,44.4
TT Gaming,Anyone's Legend,Victory,35:36,67.7,58.8
FunPlus Phoenix,LNG Esports,Defeat,31:22,51,61.7
Top Esports,Oh My God,Defeat,31:38,52,61.9
Top Esports,Oh My God,Defeat,30:42,47.4,58.3
Bilibili Gaming,RNG,Defeat,36:15,60.3,69
RNG,Bilibili Gaming,Defeat,30:36,49.6,62.7
Bilibili Gaming,RNG,Defeat,33:09,51.2,64.4
Rare Atom,Invictus Gaming,Defeat,28:33,50.9,60.2
Rare Atom,Invictus Gaming,Defeat,34:56,58.7,71
JD Gaming,Team WE,Victory,28:24,58,45.1
Team WE,JD Gaming,Defeat,22:29,33.2,49.8
Ultra Prime,Anyone's Legend,Victory,28:46,55.8,45.5
Ultra Prime,Anyone's Legend,Defeat,29:23,50.7,58.8
Ultra Prime,Anyone's Legend,Defeat,34:08,54.6,65.2
TT Gaming,Bilibili Gaming,Defeat,37:17,58.4,69.8
TT Gaming,Bilibili Gaming,Defeat,28:42,47.1,56.6
Victory Five,Oh My God,Defeat,32:06,55.4,63
Victory Five,Oh My God,Victory,30:02,61.7,50.1
EDward Gaming,Team WE,Victory,23:37,48.7,37.2
Oh My God,Victory Five,Defeat,38:25,61.8,74.3
Team WE,EDward Gaming,Defeat,33:00,54.4,65.7
FunPlus Phoenix,Weibo Gaming,Defeat,37:16,63.5,71.2
FunPlus Phoenix,Ultra Prime,Victory,30:16,57.1,53.6
FunPlus Phoenix,Weibo Gaming,Victory,26:56,52.4,41.3
Weibo Gaming,FunPlus Phoenix,Victory,41:00,75.7,74.2
Ultra Prime,FunPlus Phoenix,Victory,40:23,75.7,72.1
Top Esports,RNG,Defeat,43:19,78.5,82.1
FunPlus Phoenix,Ultra Prime,Victory,25:45,57.7,39.7
RNG,Top Esports,Victory,32:31,67.2,54
Team WE,LGD Gaming,Victory,36:08,62,59.8
LGD Gaming,Team WE,Victory,39:56,77.6,71.3
Rare Atom,Anyone's Legend,Defeat,25:53,41.3,50.7
Team WE,LGD Gaming,Victory,26:57,56.7,44.7
JD Gaming,Oh My God,Victory,34:58,70.8,57.5
Rare Atom,Anyone's Legend,Victory,34:09,65.2,63.7
Oh My God,JD Gaming,Defeat,24:57,36.4,55.6
Rare Atom,Anyone's Legend,Defeat,29:55,48.2,56.3
EDward Gaming,Weibo Gaming,Defeat,32:12,52.6,62.2
Victory Five,Invictus Gaming,Defeat,26:56,41.1,56
Weibo Gaming,EDward Gaming,Victory,31:20,59.6,50
Invictus Gaming,Victory Five,Defeat,25:43,41.4,51
Victory Five,Invictus Gaming,Victory,23:01,45.5,39
TT Gaming,Top Esports,Defeat,23:34,35.8,50.6
LNG Esports,Bilibili Gaming,Defeat,29:15,47.9,59.2
LNG Esports,Bilibili Gaming,Victory,29:41,59.2,51
TT Gaming,Top Esports,Defeat,33:06,52.7,62.4
LNG Esports,Bilibili Gaming,Victory,24:29,47.8,41.5
Victory Five,RNG,Victory,45:49,86.9,90.5
Victory Five,RNG,Victory,29:48,60.2,51.1
LNG Esports,Anyone's Legend,Defeat,28:54,46.7,60.9
LNG Esports,Anyone's Legend,Victory,24:30,50.8,36.1
LNG Esports,Anyone's Legend,Victory,31:19,63.9,49.6
Invictus Gaming,Bilibili Gaming,Victory,36:59,72.2,66.3
Bilibili Gaming,Invictus Gaming,Victory,37:34,73.9,73.4
Invictus Gaming,Bilibili Gaming,Victory,36:26,73.1,62.9
LGD Gaming,Rare Atom,Victory,32:33,62.4,56.6
LGD Gaming,Rare Atom,Defeat,27:59,45,58
LGD Gaming,Rare Atom,Defeat,40:51,74.9,77.3
Ultra Prime,Weibo Gaming,Defeat,25:19,41.1,53.7
Ultra Prime,Weibo Gaming,Defeat,25:54,40.5,53
EDward Gaming,FunPlus Phoenix,Victory,32:13,62.7,52.1
FunPlus Phoenix,EDward Gaming,Defeat,38:29,69.6,74.3
Oh My God,Team WE,Victory,29:09,58,49.4
Team WE,Oh My God,Defeat,27:43,45.8,54.1
Bilibili Gaming,Anyone's Legend,Victory,38:31,75.1,63.6
Anyone's Legend,Bilibili Gaming,Defeat,29:06,43.2,61.4
JD Gaming,Top Esports,Defeat,34:40,59.3,71.5
Top Esports,JD Gaming,Defeat,25:01,39.4,52.4
Top Esports,JD Gaming,Victory,31:31,59.7,52.1
Rare Atom,TT Gaming,Defeat,39:38,72.3,74.6
Victory Five,LGD Gaming,Defeat,30:27,49.8,58.2
Rare Atom,TT Gaming,Victory,31:03,61.3,51.5
Rare Atom,TT Gaming,Victory,31:51,57.8,51.6
Victory Five,LGD Gaming,Victory,21:51,49.1,34.1
Victory Five,LGD Gaming,Victory,19:10,43.4,28.3
EDward Gaming,Invictus Gaming,Victory,24:54,49.1,41.1
Invictus Gaming,EDward Gaming,Defeat,30:21,58.5,62.9
Top Esports,FunPlus Phoenix,Victory,25:30,52.5,42.3
LNG Esports,RNG,Victory,23:47,49.2,36.4
RNG,LNG Esports,Victory,33:06,66,59.4
FunPlus Phoenix,Top Esports,Victory,34:33,64.5,55.9
LNG Esports,RNG,Defeat,34:49,57.3,70.3
Top Esports,FunPlus Phoenix,Victory,29:32,56.3,49
RNG,Rare Atom,Defeat,34:14,57.3,69.2
RNG,Rare Atom,Defeat,27:10,47.4,52
JD Gaming,Invictus Gaming,Victory,31:46,62,53.9
JD Gaming,Invictus Gaming,Defeat,34:56,62.5,68.5
JD Gaming,Invictus Gaming,Defeat,27:28,47.1,56.2
Oh My God,Ultra Prime,Defeat,26:39,42,53.8
Ultra Prime,Oh My God,Defeat,32:04,52,60.9
Oh My God,Ultra Prime,Defeat,33:05,49.3,65
Victory Five,EDward Gaming,Victory,29:09,59.5,47.2
EDward Gaming,Victory Five,Defeat,26:19,43.1,54.6
Team WE,Bilibili Gaming,Defeat,48:05,86.3,88.8
Bilibili Gaming,Team WE,Defeat,28:20,47.8,56.6
Team WE,Ultra Prime,Victory,27:07,59.6,42.6
Bilibili Gaming,Team WE,Victory,26:55,56.1,40.9
Ultra Prime,Team WE,Victory,31:58,59.7,51.3
LNG Esports,Weibo Gaming,Defeat,45:11,80.2,85.9
Team WE,Ultra Prime,Defeat,36:00,59.7,68.9
Weibo Gaming,LNG Esports,Defeat,31:31,52.6,63.7
Oh My God,Weibo Gaming,Defeat,32:03,55.1,65
Weibo Gaming,Oh My God,Defeat,30:56,48.3,62
LNG Esports,Weibo Gaming,Defeat,30:58,50.6,61.4
TT Gaming,LGD Gaming,Defeat,33:40,53.6,62.2
Oh My God,Weibo Gaming,Defeat,35:14,57.3,69.6
LGD Gaming,TT Gaming,Defeat,29:38,46.1,58.9
Team WE,Rare Atom,Defeat,26:55,41.2,55.9
Top Esports,EDward Gaming,Victory,24:47,51.3,39.7
LGD Gaming,TT Gaming,Victory,31:33,61.3,48.4
Team WE,Rare Atom,Defeat,27:39,47.2,53.1
Invictus Gaming,LGD Gaming,Victory,25:08,52.9,40.5
EDward Gaming,Top Esports,Victory,22:52,47.9,34.5
Anyone's Legend,JD Gaming,Defeat,33:15,50,66.6
Invictus Gaming,LGD Gaming,Defeat,32:37,52.4,58.3
Invictus Gaming,LGD Gaming,Defeat,27:09,46.1,50.8
Top Esports,EDward Gaming,Victory,27:56,51.6,49.6
Anyone's Legend,JD Gaming,Victory,32:02,62.3,53.8
Ultra Prime,JD Gaming,Defeat,29:33,50,61
Ultra Prime,JD Gaming,Defeat,37:32,63.6,75.3
FunPlus Phoenix,TT Gaming,Defeat,28:20,46.2,60.8
Anyone's Legend,JD Gaming,Defeat,33:30,58,64.1
Bilibili Gaming,Top Esports,Victory,41:59,79.1,71.7
LGD Gaming,EDward Gaming,Defeat,24:20,38.4,53.2
TT Gaming,FunPlus Phoenix,Defeat,25:27,39,49
FunPlus Phoenix,Rare Atom,Defeat,28:04,47.3,56.2
Top Esports,Bilibili Gaming,Victory,28:35,56.3,48.5
LGD Gaming,EDward Gaming,Defeat,38:44,63.8,73.9
FunPlus Phoenix,TT Gaming,Defeat,28:07,45.3,54.6
FunPlus Phoenix,Rare Atom,Defeat,26:35,44.2,55
Top Esports,Bilibili Gaming,Victory,28:55,55.8,52.2
RNG,Weibo Gaming,Victory,34:40,71.9,61.7
RNG,Weibo Gaming,Victory,27:32,56.7,42.5
JD Gaming,Bilibili Gaming,Defeat,29:22,45.9,60.1
Victory Five,JD Gaming,Defeat,47:38,86.8,89
Bilibili Gaming,JD Gaming,Defeat,31:15,51.1,65.8
Victory Five,JD Gaming,Defeat,36:00,64,66
TT Gaming,LNG Esports,Defeat,43:05,70.6,82.7
JD Gaming,Bilibili Gaming,Defeat,28:24,42.7,59.2
TT Gaming,LNG Esports,Victory,30:03,53.9,47.1
LNG Esports,Victory Five,Defeat,41:50,69.4,78.4
TT Gaming,LNG Esports,Defeat,29:30,48.7,58.3
LNG Esports,Victory Five,Defeat,27:01,46.2,54.8
FunPlus Phoenix,Bilibili Gaming,Defeat,38:30,64.3,71.6
Bilibili Gaming,FunPlus Phoenix,Defeat,28:19,48.4,59.1
FunPlus Phoenix,Bilibili Gaming,Victory,31:21,61.4,54.1
Weibo Gaming,LGD Gaming,Victory,26:59,54.3,45.8
Weibo Gaming,LGD Gaming,Defeat,39:34,71.8,78.8
FunPlus Phoenix,Team WE,Defeat,27:39,46.1,53.4
Weibo Gaming,LGD Gaming,Victory,29:13,58.7,50.7
FunPlus Phoenix,Team WE,Victory,30:41,56.3,50
Invictus Gaming,Anyone's Legend,Defeat,38:41,66.6,78.6
FunPlus Phoenix,Team WE,Victory,32:05,64.7,51.6
Invictus Gaming,Anyone's Legend,Defeat,44:10,75.6,80.9
Anyone's Legend,EDward Gaming,Victory,29:45,56.6,46.5
RNG,EDward Gaming,Victory,32:52,61.9,54.4
EDward Gaming,Anyone's Legend,Victory,25:32,52.2,40.6
RNG,EDward Gaming,Defeat,28:33,45.9,53
Anyone's Legend,EDward Gaming,Victory,38:27,76.6,69.2
Team WE,Invictus Gaming,Victory,23:44,47.5,40.7
RNG,EDward Gaming,Victory,29:33,59.2,44.4
LNG Esports,JD Gaming,Defeat,30:58,51.5,59.4
Team WE,Invictus Gaming,Defeat,39:12,67.7,76.2
Victory Five,Ultra Prime,Victory,29:11,57.1,45.8
LNG Esports,JD Gaming,Defeat,27:03,47.5,53.6
Invictus Gaming,Team WE,Defeat,34:08,55.5,63.1
Ultra Prime,Victory Five,Defeat,25:47,43.3,54.8
Victory Five,Bilibili Gaming,Defeat,39:10,60,71.6
JD Gaming,TT Gaming,Victory,27:25,55.1,44.7
Oh My God,Rare Atom,Defeat,25:21,38.9,51.7
Bilibili Gaming,Victory Five,Defeat,24:03,35.5,45.9
JD Gaming,TT Gaming,Victory,27:33,50.8,45.1
Oh My God,Rare Atom,Victory,29:13,54.2,48.5
Oh My God,Rare Atom,Victory,24:34,52,37.2
Victory Five,Bilibili Gaming,Victory,37:28,73.6,65.8
LGD Gaming,LNG Esports,Victory,30:28,64.2,49.5
Rare Atom,Ultra Prime,Victory,32:42,64.7,54.1
Top Esports,LNG Esports,Defeat,32:10,50.6,55.8
TT Gaming,Ultra Prime,Defeat,36:26,60.9,68.3
LNG Esports,LGD Gaming,Victory,25:27,50.5,40.6
Rare Atom,Ultra Prime,Victory,43:04,80,76.9
Weibo Gaming,Top Esports,Defeat,26:50,44.9,54.8
Top Esports,LNG Esports,Victory,37:02,70,62.3
TT Gaming,Ultra Prime,Victory,33:25,64.5,53.1
LGD Gaming,LNG Esports,Defeat,31:45,49.8,59.7
Top Esports,Weibo Gaming,Victory,31:31,63.2,50.7
Top Esports,LNG Esports,Victory,28:31,57.4,44.9
TT Gaming,Ultra Prime,Defeat,29:17,43.7,51.5
Bilibili Gaming,EDward Gaming,Victory,33:38,56.5,56.6
RNG,LGD Gaming,Victory,27:44,55.5,41.9
EDward Gaming,Bilibili Gaming,Victory,33:42,65.3,60.3
LGD Gaming,RNG,Defeat,25:25,40.7,56.8
Bilibili Gaming,EDward Gaming,Defeat,37:09,57.5,69
Weibo Gaming,Rare Atom,Defeat,36:25,63.3,72.5
Weibo Gaming,Rare Atom,Defeat,28:22,44.9,57.8
Invictus Gaming,Top Esports,Victory,28:34,61.5,46.9
Top Esports,Invictus Gaming,Victory,27:23,57.2,43.4
Invictus Gaming,Top Esports,Victory,24:57,48.4,38.7
RNG,Team WE,Defeat,28:03,45,54.3
RNG,Team WE,Defeat,32:52,49.8,61.1
Victory Five,Anyone's Legend,Victory,27:19,56.4,44.2
Victory Five,Anyone's Legend,Victory,43:06,83.2,79
Oh My God,FunPlus Phoenix,Defeat,28:06,48.1,58.9
FunPlus Phoenix,Oh My God,Defeat,34:54,62.5,67.2
TT Gaming,Victory Five,Defeat,26:54,43.3,53.3
FunPlus Phoenix,Oh My God,Victory,31:36,63,51.9
Victory Five,TT Gaming,Victory,30:21,63.1,51.9
JD Gaming,Rare Atom,Victory,28:09,55.9,47.7
Bilibili Gaming,Ultra Prime,Defeat,37:18,63.5,68.5
Bilibili Gaming,Ultra Prime,Victory,33:39,60.6,57.7
JD Gaming,Rare Atom,Victory,31:07,58.7,50
Team WE,TT Gaming,Victory,24:36,45.3,41.9
Bilibili Gaming,Ultra Prime,Victory,37:40,67.3,66.3
TT Gaming,Team WE,Victory,27:48,58.2,42.3
Team WE,TT Gaming,Defeat,24:46,37.9,51.6
FunPlus Phoenix,Invictus Gaming,Victory,30:24,61,55.6
Top Esports,LGD Gaming,Victory,26:03,56,39.8
LGD Gaming,Top Esports,Defeat,28:53,46.2,61.5
Invictus Gaming,FunPlus Phoenix,Defeat,23:58,37.5,49.1
Invictus Gaming,Weibo Gaming,Defeat,32:03,53,61.6
EDward Gaming,LNG Esports,Defeat,37:16,66.4,72
Invictus Gaming,Weibo Gaming,Defeat,29:29,46.5,55.4
Ultra Prime,RNG,Defeat,31:12,51.6,61.3
LNG Esports,EDward Gaming,Victory,28:38,52,47.3
Top Esports,Anyone's Legend,Victory,29:23,60.7,49.6
Ultra Prime,RNG,Defeat,27:52,44.6,58.2
Anyone's Legend,Top Esports,Defeat,23:10,34.4,49.5
EDward Gaming,Rare Atom,Victory,29:11,59.3,45.8
Rare Atom,EDward Gaming,Defeat,36:27,57,64.9
Victory Five,FunPlus Phoenix,Victory,34:48,63.5,63.7
FunPlus Phoenix,Victory Five,Defeat,24:19,43.3,52.8
Bilibili Gaming,LGD Gaming,Victory,30:49,56.1,47.1
LGD Gaming,Bilibili Gaming,Defeat,32:31,55.2,65.2
Bilibili Gaming,Rare Atom,Defeat,27:43,46.1,56.9
Weibo Gaming,JD Gaming,Defeat,29:19,48.8,54.8
Bilibili Gaming,Rare Atom,Victory,28:11,56.4,43.3
JD Gaming,Weibo Gaming,Victory,30:07,60.1,46.3
Bilibili Gaming,Rare Atom,Victory,30:26,59.9,49.6
Team WE,Anyone's Legend,Victory,35:09,66.9,59.4
Rare Atom,Bilibili Gaming,Defeat,30:32,50,58.6
Team WE,Anyone's Legend,Victory,29:31,60.7,47.5
EDward Gaming,FunPlus Phoenix,Victory,26:40,53.1,43
LNG Esports,Oh My God,Victory,25:04,50.1,39.7
EDward Gaming,FunPlus Phoenix,Defeat,40:10,73.2,79.5
LNG Esports,Top Esports,Defeat,33:30,60.1,63.7
LNG Esports,Oh My God,Defeat,34:35,63.4,63.2
EDward Gaming,FunPlus Phoenix,Victory,33:32,63.6,55.5
LNG Esports,Top Esports,Defeat,25:22,38.8,51.1
LNG Esports,Oh My God,Victory,36:01,68.3,62.5
EDward Gaming,FunPlus Phoenix,Victory,30:29,59.1,49.2
LNG Esports,Top Esports,Defeat,35:11,56.7,73
JD Gaming,Weibo Gaming,Victory,33:38,65.7,58.2
RNG,Oh My God,Victory,24:06,51.1,37.4
Top Esports,Bilibili Gaming,Defeat,30:40,49.5,60.9
Weibo Gaming,JD Gaming,Victory,30:54,62.4,51.2
RNG,Oh My God,Defeat,29:32,48.5,56.9
Top Esports,Bilibili Gaming,Victory,35:29,66.5,67.1
JD Gaming,Weibo Gaming,Victory,36:22,70.2,61.6
Weibo Gaming,JD Gaming,Victory,30:32,64.1,50.1
RNG,Oh My God,Victory,28:00,53.6,40.8
Bilibili Gaming,Top Esports,Defeat,28:48,45.6,59.5
JD Gaming,Weibo Gaming,Victory,30:00,62.8,48.9
Bilibili Gaming,Top Esports,Defeat,30:59,51.2,61.9
Weibo Gaming,EDward Gaming,Victory,38:24,75.4,61.4
EDward Gaming,Weibo Gaming,Defeat,42:46,70.9,77.2
EDward Gaming,Weibo Gaming,Victory,40:28,80,71.7
Weibo Gaming,EDward Gaming,Victory,36:51,70.2,63.3
Victory Five,Top Esports,Victory,27:33,54,41.2
Top Esports,Victory Five,Defeat,32:35,56.7,55.7
RNG,Top Esports,Defeat,26:34,41,51.7
Top Esports,Victory Five,Victory,40:41,80.6,71.4
Top Esports,RNG,Defeat,31:04,49.9,60.3
Top Esports,RNG,Defeat,36:17,59,64.3
Victory Five,Top Esports,Defeat,27:18,43.6,56
Victory Five,Top Esports,Defeat,28:48,47,60.4
RNG,Top Esports,Victory,39:06,75.3,70.5
RNG,JD Gaming,Defeat,34:35,58.8,66.8
Top Esports,Victory Five,Defeat,29:33,47,57.5
Invictus Gaming,Weibo Gaming,Defeat,31:47,53.6,64
RNG,JD Gaming,Defeat,32:54,57.3,65.1
Top Esports,Victory Five,Victory,36:32,71,61.5
Weibo Gaming,Invictus Gaming,Defeat,32:09,50.2,67.7
JD Gaming,RNG,Defeat,31:45,53.6,63.4
RNG,JD Gaming,Victory,29:46,55.5,48.8
Victory Five,Top Esports,Defeat,25:40,40.3,52.5
Invictus Gaming,Weibo Gaming,Defeat,28:42,45.2,60.6
JD Gaming,RNG,Defeat,24:09,40.5,49
Victory Five,Top Esports,Defeat,24:13,39.1,51.1
RNG,Top Esports,Victory,36:39,72.4,60.5
FunPlus Phoenix,EDward Gaming,Defeat,27:32,43.6,57
JD Gaming,Victory Five,Victory,35:08,68.2,60.9
RNG,Top Esports,Victory,38:33,77.6,70.4
EDward Gaming,FunPlus Phoenix,Defeat,30:44,52,58.8
Victory Five,JD Gaming,Victory,33:27,70.1,55.7
JD Gaming,Victory Five,Defeat,36:51,65.9,74.5
Top Esports,RNG,Victory,33:33,72.4,56.7
FunPlus Phoenix,EDward Gaming,Defeat,39:00,66.4,74.3
JD Gaming,Victory Five,Defeat,24:41,38.7,50.7
RNG,Top Esports,Defeat,29:30,51.1,58.3
Anyone's Legend,Rare Atom,Victory,29:31,56,50.7
RNG,Top Esports,Victory,37:03,70.8,58.3
Rare Atom,Anyone's Legend,Defeat,25:51,43.5,51.9
Top Esports,JD Gaming,Defeat,27:58,46.8,57.4
Top Esports,JD Gaming,Victory,30:52,63.2,51.6
JD Gaming,Top Esports,Victory,24:53,50.9,36
Ultra Prime,Oh My God,Victory,34:10,69.1,57.3
Oh My God,Ultra Prime,Defeat,26:35,43.8,54
