blue team,red team,result,game time,blue gold,red gold
Beyond Gaming,PSG Talon,Defeat,46:34,75,88.6
J Team,Impunity,Victory,23:23,48.6,35.5
Deep Cross Gaming,CTBC Flying Oyster,Victory,29:13,54.3,47.8
Beyond Gaming,J Team,Defeat,36:51,60.1,72.4
SEM9,Deep Cross Gaming,Defeat,28:06,47.4,61.2
PSG Talon,Hurricane Gaming,Victory,26:56,56,43.5
Impunity,SEM9,Victory,31:18,62,50.4
Meta Falcon Team,Beyond Gaming,Victory,37:20,70.3,65.8
PSG Talon,Meta Falcon Team,Victory,23:45,53.2,34.9
Frank Esports,CTBC Flying Oyster,Defeat,28:42,44.9,54.3
Frank Esports,Hurricane Gaming,Victory,25:51,54.5,38.8
CTBC Flying Oyster,Deep Cross Gaming,Victory,35:09,66.6,57.7
Deep Cross Gaming,Beyond Gaming,Defeat,30:32,48.6,54.1
Deep Cross Gaming,Beyond Gaming,Victory,28:43,51.4,48.6
Beyond Gaming,Deep Cross Gaming,Defeat,32:50,53.4,62
J Team,CTBC Flying Oyster,Defeat,35:29,53.5,65.1
Deep Cross Gaming,Beyond Gaming,Victory,27:27,53.3,45.5
CTBC Flying Oyster,Meta Falcon Team,Victory,26:32,53.5,40.7
J Team,CTBC Flying Oyster,Defeat,25:53,41.1,52.7
Meta Falcon Team,CTBC Flying Oyster,Defeat,22:42,36.6,50.4
J Team,CTBC Flying Oyster,Defeat,30:07,52.6,58.9
PSG Talon,Deep Cross Gaming,Victory,28:12,58.4,40.4
Meta Falcon Team,CTBC Flying Oyster,Defeat,25:58,44.9,52.6
Deep Cross Gaming,PSG Talon,Defeat,26:26,43.7,51.3
Meta Falcon Team,Frank Esports,Defeat,29:35,46.2,58
Deep Cross Gaming,PSG Talon,Defeat,27:56,43.8,55
Frank Esports,Meta Falcon Team,Victory,29:47,57.4,45.5
Meta Falcon Team,Frank Esports,Defeat,32:11,58.3,63.3
J Team,Beyond Gaming,Defeat,33:30,56.6,63.9
Beyond Gaming,J Team,Defeat,31:25,48.1,60.7
Beyond Gaming,Impunity,Victory,26:35,56.1,42.7
Impunity,Beyond Gaming,Defeat,28:37,48.7,53.3
J Team,Beyond Gaming,Victory,35:39,66.5,57.9
Beyond Gaming,Impunity,Victory,23:55,49.8,36.4
J Team,Beyond Gaming,Defeat,36:28,60.5,70.8
Beyond Gaming,J Team,Defeat,26:40,40.9,53.7
Deep Cross Gaming,Frank Esports,Victory,32:59,65.5,52.2
Frank Esports,Deep Cross Gaming,Defeat,50:48,86.3,91.7
Frank Esports,Deep Cross Gaming,Defeat,21:40,35.3,48.2
Deep Cross Gaming,J Team,Defeat,32:05,50.7,61
Deep Cross Gaming,J Team,Victory,34:38,64.7,54.4
J Team,Deep Cross Gaming,Victory,45:30,77.9,74.6
CTBC Flying Oyster,PSG Talon,Defeat,33:37,55,61.8
Deep Cross Gaming,J Team,Defeat,30:37,50.2,62.6
Dewish Team,Impunity,Defeat,24:49,33.9,50
Beyond Gaming,Meta Falcon Team,Victory,37:57,73,65.5
PSG Talon,CTBC Flying Oyster,Victory,32:34,65.7,50.7
CTBC Flying Oyster,PSG Talon,Victory,27:36,50.7,39.3
Frank Esports,SEM9,Victory,28:36,56.5,43.9
J Team,Deep Cross Gaming,Victory,37:24,69.4,59.7
PSG Talon,CTBC Flying Oyster,Defeat,33:60,52.4,62.2
Beyond Gaming,SEM9,Victory,26:24,51.1,42.3
Frank Esports,Impunity,Victory,36:38,71.5,58.8
PSG Talon,CTBC Flying Oyster,Defeat,25:51,40.5,49.2
PSG Talon,J Team,Victory,33:31,64,52.2
Dewish Team,J Team,Defeat,23:47,35.2,50.7
PSG Talon,J Team,Defeat,39:25,64.3,70.2
J Team,PSG Talon,Defeat,41:38,68.6,73.6
Deep Cross Gaming,PSG Talon,Defeat,26:46,43.3,54.5
J Team,PSG Talon,Victory,29:58,59.7,46
PSG Talon,J Team,Victory,42:03,76.4,71.5
CTBC Flying Oyster,Impunity,Victory,29:28,60.1,47
CTBC Flying Oyster,Meta Falcon Team,Victory,30:46,64.5,51.3
Impunity,Deep Cross Gaming,Defeat,29:48,44.3,58.7
PSG Talon,CTBC Flying Oyster,Defeat,36:30,60.9,69.5
Beyond Gaming,Dewish Team,Victory,26:04,53.1,43.9
PSG Talon,SEM9,Victory,31:40,61.9,49.9
Dewish Team,Meta Falcon Team,Defeat,29:43,46.2,58.5
PSG Talon,CTBC Flying Oyster,Victory,44:02,76.3,70.7
Frank Esports,J Team,Defeat,32:09,56.1,59.1
Meta Falcon Team,Deep Cross Gaming,Defeat,28:13,43.9,54.1
J Team,SEM9,Victory,29:22,59.9,47.8
PSG Talon,Beyond Gaming,Defeat,27:36,45.8,50.2
CTBC Flying Oyster,PSG Talon,Defeat,35:30,57.9,66.8
J Team,Meta Falcon Team,Victory,25:02,54.2,39.5
PSG Talon,Dewish Team,Victory,33:38,59.4,49.3
CTBC Flying Oyster,Frank Esports,Victory,29:45,57.7,45.8
PSG Talon,CTBC Flying Oyster,Defeat,24:58,38.5,47.8
Deep Cross Gaming,CTBC Flying Oyster,Victory,37:26,69.4,59.1
Impunity,SEM9,Victory,23:48,49.8,35.4
CTBC Flying Oyster,PSG Talon,Defeat,30:42,50.9,55.8
Beyond Gaming,Frank Esports,Defeat,33:48,51.2,66.9
Meta Falcon Team,SEM9,Victory,30:13,57.7,49.5
Impunity,Beyond Gaming,Victory,32:35,62.7,55.7
Frank Esports,Deep Cross Gaming,Defeat,31:02,47,61.3
CTBC Flying Oyster,Dewish Team,Victory,25:33,53.3,36.8
PSG Talon,J Team,Victory,29:57,57.2,47.9
Frank Esports,Dewish Team,Victory,23:37,49.4,33.5
Deep Cross Gaming,SEM9,Victory,37:33,71.3,64
SEM9,Frank Esports,Defeat,24:03,37.9,51.1
J Team,Impunity,Victory,25:03,53.7,34.8
PSG Talon,Dewish Team,Victory,32:41,65.5,55.2
Deep Cross Gaming,J Team,Victory,33:42,63,57
Beyond Gaming,CTBC Flying Oyster,Victory,34:01,60.3,52.7
Meta Falcon Team,PSG Talon,Defeat,40:45,69.4,76.8
Meta Falcon Team,Beyond Gaming,Defeat,30:32,45.8,64.1
PSG Talon,Impunity,Victory,28:34,55.1,39.1
SEM9,Dewish Team,Victory,22:48,47.6,34.2
Frank Esports,CTBC Flying Oyster,Defeat,28:31,42.8,52.8
Impunity,CTBC Flying Oyster,Defeat,29:23,45.5,56.4
Frank Esports,Dewish Team,Defeat,33:28,50,63.6
Deep Cross Gaming,Beyond Gaming,Victory,30:54,56.3,45
CTBC Flying Oyster,J Team,Victory,29:27,61.8,48.9
Impunity,Dewish Team,Victory,32:16,60,53
SEM9,Deep Cross Gaming,Defeat,22:52,33.3,50.8
CTBC Flying Oyster,Meta Falcon Team,Victory,27:00,53.8,41.3
PSG Talon,Deep Cross Gaming,Defeat,36:20,60.5,66.4
Meta Falcon Team,Frank Esports,Defeat,25:04,36.9,52
Deep Cross Gaming,Dewish Team,Defeat,33:08,52.9,59
Beyond Gaming,PSG Talon,Defeat,32:14,48.4,64.7
CTBC Flying Oyster,Dewish Team,Victory,25:42,54.9,41.9
J Team,SEM9,Victory,35:06,68.4,55.5
Beyond Gaming,Impunity,Victory,28:40,57,45.1
PSG Talon,Frank Esports,Victory,29:51,56.9,46.7
Impunity,Meta Falcon Team,Defeat,36:21,61.4,68.5
Frank Esports,Beyond Gaming,Victory,28:48,55.2,43.8
SEM9,Impunity,Defeat,26:24,39,53.5
Deep Cross Gaming,Impunity,Victory,33:15,64.9,54.1
J Team,Beyond Gaming,Victory,27:11,56.4,38.6
Deep Cross Gaming,Meta Falcon Team,Victory,28:33,59.1,46.8
Meta Falcon Team,SEM9,Victory,25:35,53,38.8
Meta Falcon Team,Dewish Team,Victory,27:43,57.9,42.9
SEM9,CTBC Flying Oyster,Defeat,27:03,39.8,55.1
Meta Falcon Team,J Team,Defeat,31:30,53.6,60.4
PSG Talon,Frank Esports,Defeat,36:08,60.4,68.3
Beyond Gaming,Dewish Team,Victory,27:35,52.9,43.2
CTBC Flying Oyster,Beyond Gaming,Victory,31:23,62.5,52
Impunity,Frank Esports,Defeat,35:00,57.7,66.4
CTBC Flying Oyster,Deep Cross Gaming,Defeat,48:12,87,90.5
PSG Talon,SEM9,Victory,21:43,44.9,31.8
Frank Esports,J Team,Victory,31:26,63.1,47
J Team,Dewish Team,Victory,24:35,51.8,37.2
PSG Talon,Meta Falcon Team,Victory,34:20,67.4,58.1
CTBC Flying Oyster,SEM9,Victory,28:42,54.8,44.8
Deep Cross Gaming,Beyond Gaming,Defeat,32:46,52.1,59.5
J Team,PSG Talon,Victory,34:58,67.4,56.1
Frank Esports,Meta Falcon Team,Victory,29:44,60,49.6
Deep Cross Gaming,Dewish Team,Victory,25:29,53.3,40.3
SEM9,Beyond Gaming,Defeat,18:36,27,43
Impunity,PSG Talon,Defeat,26:52,43,56.9
J Team,CTBC Flying Oyster,Victory,31:30,60,54.2
Impunity,J Team,Defeat,38:43,65.2,73.7
SEM9,Dewish Team,Victory,26:33,50.9,43
Meta Falcon Team,Impunity,Victory,33:35,64,52.9
PSG Talon,CTBC Flying Oyster,Victory,32:17,61.5,53.2
Deep Cross Gaming,Frank Esports,Defeat,30:27,48,62.6
Beyond Gaming,J Team,Victory,35:43,71.9,55.3
CTBC Flying Oyster,Frank Esports,Victory,29:32,54.7,48.4
Deep Cross Gaming,J Team,Victory,27:19,56.5,44.4
J Team,Beyond Gaming,Defeat,32:37,48.7,61.8
J Team,Beyond Gaming,Defeat,42:31,65.8,78.6
J Team,Beyond Gaming,Victory,29:47,56.5,45.9
Beyond Gaming,J Team,Victory,29:53,55.6,45.1
CTBC Flying Oyster,Frank Esports,Victory,33:14,63.7,54.3
Frank Esports,CTBC Flying Oyster,Victory,31:42,63,54.5
CTBC Flying Oyster,Frank Esports,Victory,35:27,64.9,57
Frank Esports,CTBC Flying Oyster,Defeat,28:11,43.2,60.7
J Team,Meta Falcon Team,Victory,37:35,71.3,60.1
Meta Falcon Team,J Team,Defeat,24:02,38.5,51.8
J Team,Meta Falcon Team,Victory,25:38,55.2,41
Frank Esports,Impunity,Victory,25:20,52.3,37.5
Impunity,Frank Esports,Defeat,27:23,43.3,55.4
Impunity,Frank Esports,Victory,42:44,78.7,78.6
Frank Esports,Impunity,Victory,47:50,86.8,81.4
Deep Cross Gaming,Beyond Gaming,Defeat,29:48,45.9,61.2
Deep Cross Gaming,Beyond Gaming,Defeat,42:54,72.5,77.5
Deep Cross Gaming,Beyond Gaming,Defeat,31:45,52.3,58.3
PSG Talon,CTBC Flying Oyster,Defeat,32:02,50.1,66.8
PSG Talon,CTBC Flying Oyster,Victory,43:26,79.8,73.1
PSG Talon,Deep Cross Gaming,Victory,30:42,58.9,48.1
CTBC Flying Oyster,PSG Talon,Victory,39:20,75.7,64
Deep Cross Gaming,PSG Talon,Defeat,36:31,57.9,64.8
PSG Talon,CTBC Flying Oyster,Victory,39:39,73.3,63.5
CTBC Flying Oyster,PSG Talon,Victory,28:55,60.3,44.2
Deep Cross Gaming,PSG Talon,Victory,37:46,75.2,56.6
PSG Talon,Deep Cross Gaming,Victory,35:52,67.6,58.2
Galatasaray Esports,NASR Turkey,Victory,29:47,57.2,48.2
Deep Cross Gaming,Frank Esports,Victory,33:14,66.8,51.2
Frank Esports,Deep Cross Gaming,Defeat,29:37,46.8,55.2
CTBC Flying Oyster,Beyond Gaming,Victory,32:04,66.3,47.5
Fenerbahçe,Team AURORA,Defeat,36:03,61.4,70.9
Galakticos,5 Ronin,Defeat,22:36,36.1,47.5
Frank Esports,Deep Cross Gaming,Defeat,27:38,40.4,56
PSG Talon,J Team,Victory,30:51,60.4,45.5
Beyond Gaming,CTBC Flying Oyster,Victory,32:09,58.8,52.2
SuperMassive Blaze,Beşiktaş Esports,Victory,30:10,60.8,45.8
İstanbul Wildcats,Dark Passage,Defeat,41:55,67.1,73.5
J Team,PSG Talon,Defeat,47:34,80.8,80.5
PSG Talon,J Team,Victory,46:04,81.6,77.9
CTBC Flying Oyster,Beyond Gaming,Victory,25:33,56.5,40.4
Fenerbahçe,Beşiktaş Esports,Defeat,35:53,64.3,74.2
NASR Turkey,Team AURORA,Defeat,37:56,61.4,72.2
Beyond Gaming,CTBC Flying Oyster,Defeat,28:36,42.8,57.5
Beyond Gaming,PSG Talon,Victory,41:00,80.6,66.8
Galatasaray Esports,Dark Passage,Defeat,35:49,58.4,67.4
İstanbul Wildcats,Galakticos,Victory,29:39,57.5,49.2
PSG Talon,Beyond Gaming,Defeat,41:07,69.7,70.2
PSG Talon,Beyond Gaming,Victory,34:03,67.4,50.1
SuperMassive Blaze,5 Ronin,Defeat,28:03,45.4,55.5
5 Ronin,Fenerbahçe,Defeat,43:56,73.7,80.6
Beyond Gaming,PSG Talon,Defeat,34:21,56.8,66.4
Beyond Gaming,PSG Talon,Victory,33:18,62,54.9
Beşiktaş Esports,Team AURORA,Defeat,27:12,44.2,53.8
Galakticos,Galatasaray Esports,Defeat,46:50,85.7,83.4
CTBC Flying Oyster,Beyond Gaming,Victory,40:42,76.8,64.7
İstanbul Wildcats,SuperMassive Blaze,Defeat,38:06,64.6,69.3
Dark Passage,NASR Turkey,Defeat,46:41,77.3,90.6
Beyond Gaming,CTBC Flying Oyster,Defeat,28:30,45.5,59.1
Beyond Gaming,CTBC Flying Oyster,Defeat,27:59,44.4,60.1
Fenerbahçe,İstanbul Wildcats,Defeat,35:34,57.6,62.6
NASR Turkey,Beşiktaş Esports,Victory,30:09,59.6,48
Team AURORA,5 Ronin,Victory,25:20,50.3,38
Dark Passage,Galakticos,Victory,36:26,67.5,63.3
Galatasaray Esports,SuperMassive Blaze,Defeat,29:01,47.8,58.3
İstanbul Wildcats,Team AURORA,Victory,32:28,60.1,49.9
Beşiktaş Esports,5 Ronin,Defeat,33:53,51.1,66.5
Team AURORA,Dark Passage,Victory,31:23,58,46
Fenerbahçe,Galatasaray Esports,Victory,40:31,77,65.6
Galakticos,NASR Turkey,Defeat,33:29,53.4,67.8
İstanbul Wildcats,5 Ronin,Victory,36:09,68.2,54.8
Fenerbahçe,Galakticos,Victory,31:11,62.7,49
SuperMassive Blaze,Dark Passage,Defeat,43:30,70.7,77.8
Team AURORA,Galatasaray Esports,Defeat,42:41,69.4,78.8
Galatasaray Esports,Beşiktaş Esports,Victory,30:09,59.6,47.8
SuperMassive Blaze,NASR Turkey,Defeat,28:27,47.2,58.6
Beşiktaş Esports,İstanbul Wildcats,Defeat,26:25,41.6,51.8
SuperMassive Blaze,Galakticos,Defeat,33:33,58.3,65.5
Fenerbahçe,SuperMassive Blaze,Victory,29:47,59.6,52.8
Galakticos,Team AURORA,Defeat,26:58,43,52.3
Dark Passage,Fenerbahçe,Victory,31:12,59.2,49.7
NASR Turkey,5 Ronin,Defeat,30:43,49.3,58.8
Galatasaray Esports,İstanbul Wildcats,Defeat,25:07,43.4,46.2
Beşiktaş Esports,Dark Passage,Defeat,34:38,57.4,60.9
İstanbul Wildcats,NASR Turkey,Victory,36:26,63,56.5
Beşiktaş Esports,Galakticos,Victory,36:21,64.8,64.5
NASR Turkey,Fenerbahçe,Victory,35:22,67,64.3
5 Ronin,Galatasaray Esports,Defeat,25:26,41.9,53.4
SuperMassive Blaze,Team AURORA,Victory,23:56,49.2,41.1
Dark Passage,5 Ronin,Victory,26:53,53.6,45.8
Fenerbahçe,Team AURORA,Victory,33:40,70.6,57.9
5 Ronin,Galakticos,Victory,25:09,56.7,39
İstanbul Wildcats,Dark Passage,Victory,24:45,44.5,40.1
Beşiktaş Esports,SuperMassive Blaze,Victory,29:38,56.3,47.3
NASR Turkey,Galatasaray Esports,Defeat,29:04,48.3,55.6
Galakticos,İstanbul Wildcats,Defeat,27:38,46.3,56
Dark Passage,Galatasaray Esports,Victory,35:47,65.9,56.3
Fenerbahçe,Beşiktaş Esports,Defeat,32:13,49.8,61.6
Team AURORA,NASR Turkey,Victory,39:31,71.5,69.8
5 Ronin,SuperMassive Blaze,Defeat,36:03,59,69.4
Galatasaray Esports,Galakticos,Victory,40:38,82.1,70.1
Fenerbahçe,5 Ronin,Defeat,36:59,64,72
İstanbul Wildcats,SuperMassive Blaze,Victory,36:25,67.5,61.9
NASR Turkey,Dark Passage,Victory,30:48,61.8,46.8
Team AURORA,Beşiktaş Esports,Victory,26:45,59.1,39.2
Fenerbahçe,İstanbul Wildcats,Defeat,31:39,59.6,60.6
Dark Passage,Galakticos,Victory,32:10,60,52.5
Beşiktaş Esports,NASR Turkey,Defeat,30:32,51.9,64.8
5 Ronin,Team AURORA,Victory,29:08,51.8,52.3
Galatasaray Esports,SuperMassive Blaze,Victory,27:34,55.2,44.3
Team AURORA,İstanbul Wildcats,Defeat,41:47,69.3,75.2
Fenerbahçe,Galatasaray Esports,Defeat,37:37,63.1,73.1
SuperMassive Blaze,Dark Passage,Victory,29:02,54.9,46.7
Beşiktaş Esports,5 Ronin,Defeat,29:33,47.1,55.6
SuperMassive Blaze,Galakticos,Victory,32:47,60.5,57.9
NASR Turkey,Galakticos,Victory,27:19,55.1,44.2
Galatasaray Esports,Team AURORA,Victory,34:04,63.6,53.9
Beşiktaş Esports,İstanbul Wildcats,Defeat,28:27,42.6,52.7
5 Ronin,NASR Turkey,Defeat,35:46,60.1,70.5
Dark Passage,Fenerbahçe,Defeat,30:39,48,60.7
Galatasaray Esports,Beşiktaş Esports,Victory,23:53,48.2,38.7
Galakticos,Fenerbahçe,Defeat,30:07,48.7,57.7
Galatasaray Esports,5 Ronin,Victory,35:22,65.7,59.5
SuperMassive Blaze,NASR Turkey,Victory,37:29,72.9,66.4
Team AURORA,Dark Passage,Victory,24:01,51.8,36.1
SuperMassive Blaze,Fenerbahçe,Defeat,21:39,34.8,46.7
NASR Turkey,İstanbul Wildcats,Victory,31:37,61.5,49.6
5 Ronin,İstanbul Wildcats,Victory,35:31,67.7,65.6
Team AURORA,Galakticos,Defeat,37:33,60.5,72
Dark Passage,Beşiktaş Esports,Defeat,28:60,47.4,57.3
Galatasaray Esports,İstanbul Wildcats,Defeat,27:44,43.8,56.9
Team AURORA,SuperMassive Blaze,Victory,33:33,65.3,54.2
Galakticos,Beşiktaş Esports,Defeat,28:58,49.6,56
NASR Turkey,Fenerbahçe,Victory,24:59,49.1,38.7
5 Ronin,Dark Passage,Victory,22:59,55.2,37.9
Team AURORA,5 Ronin,Defeat,30:59,53.3,64.7
NASR Turkey,Dark Passage,Defeat,32:44,53.2,63.6
NASR Turkey,Dark Passage,Defeat,32:10,52.7,66.8
Dark Passage,NASR Turkey,Defeat,37:44,65.9,72.6
NASR Turkey,Dark Passage,Victory,39:24,75,65.6
NASR Turkey,Dark Passage,Defeat,34:13,55.6,65.3
5 Ronin,Team AURORA,Victory,31:29,59.3,48.6
5 Ronin,Team AURORA,Defeat,35:31,57.4,67.7
5 Ronin,Team AURORA,Victory,35:23,64.7,57.6
Team AURORA,5 Ronin,Victory,39:33,74.4,65.9
Galatasaray Esports,Dark Passage,Victory,31:55,64.7,48.5
5 Ronin,Team AURORA,Defeat,37:12,58.5,68.1
Galatasaray Esports,Dark Passage,Victory,23:10,48.7,36.6
Galatasaray Esports,Dark Passage,Defeat,41:30,66.4,73.3
Galatasaray Esports,Dark Passage,Victory,38:29,72.5,59.5
Team AURORA,İstanbul Wildcats,Defeat,22:48,33.7,50.4
Galatasaray Esports,İstanbul Wildcats,Defeat,28:29,50.5,52.6
İstanbul Wildcats,Team AURORA,Victory,26:09,55.3,40.8
Team AURORA,İstanbul Wildcats,Defeat,22:31,35.1,51.1
Fenerbahçe,NASR Turkey,Defeat,29:57,47.1,58.9
Dark Passage,5 Ronin,Victory,29:26,56.2,43.6
Galatasaray Esports,İstanbul Wildcats,Defeat,30:20,49.1,62.3
İstanbul Wildcats,Galatasaray Esports,Victory,30:36,60.3,51.7
SuperMassive Blaze,Beşiktaş Esports,Victory,32:41,59.6,50.1
Galatasaray Esports,İstanbul Wildcats,Defeat,39:09,66.9,72.9
Team AURORA,Galakticos,Defeat,30:39,49.9,59.4
SuperMassive Blaze,NASR Turkey,Defeat,30:29,47.4,57.2
Galatasaray Esports,Fenerbahçe,Victory,30:08,65.1,52.6
İstanbul Wildcats,Galakticos,Victory,29:48,53.1,46.5
5 Ronin,Team AURORA,Defeat,22:34,33.7,46.4
Dark Passage,Beşiktaş Esports,Victory,21:39,45.2,31
Dark Passage,NASR Turkey,Defeat,37:29,63.7,73.5
SuperMassive Blaze,Fenerbahçe,Victory,33:59,63.1,58.5
5 Ronin,İstanbul Wildcats,Defeat,25:24,34.2,52.6
Team AURORA,Beşiktaş Esports,Defeat,32:28,51.3,57.2
Galakticos,Galatasaray Esports,Victory,44:51,85,71.7
NASR Turkey,Team AURORA,Victory,23:23,51,34
Galatasaray Esports,SuperMassive Blaze,Defeat,33:29,52.6,57.2
Dark Passage,Fenerbahçe,Victory,43:59,85.7,76.8
Galakticos,5 Ronin,Victory,27:03,56,41.9
Team AURORA,Fenerbahçe,Victory,35:35,70.6,61.8
İstanbul Wildcats,Beşiktaş Esports,Victory,33:09,61.4,49
Dark Passage,SuperMassive Blaze,Victory,29:39,55,45
NASR Turkey,İstanbul Wildcats,Victory,32:37,66,50.2
5 Ronin,Galatasaray Esports,Defeat,26:07,40.4,53.7
Beşiktaş Esports,Galakticos,Defeat,34:16,55.2,63.4
Fenerbahçe,İstanbul Wildcats,Defeat,29:00,44.4,57.3
Team AURORA,SuperMassive Blaze,Victory,34:02,60.5,56.6
5 Ronin,Beşiktaş Esports,Defeat,21:36,32.8,45.6
Fenerbahçe,Galakticos,Victory,32:41,64.4,57.4
Galakticos,NASR Turkey,Defeat,26:26,41.4,53.1
Galatasaray Esports,Dark Passage,Defeat,33:43,55.6,65.8
Dark Passage,Team AURORA,Victory,32:41,68,55.7
NASR Turkey,5 Ronin,Victory,19:19,41.9,25.9
SuperMassive Blaze,İstanbul Wildcats,Victory,38:59,72.1,63.6
Beşiktaş Esports,Galatasaray Esports,Victory,36:35,68.4,59.1
Beşiktaş Esports,NASR Turkey,Defeat,29:42,49.7,60.6
5 Ronin,Fenerbahçe,Defeat,24:21,38,50.8
Team AURORA,İstanbul Wildcats,Defeat,36:04,61.4,67.9
SuperMassive Blaze,Galakticos,Defeat,30:55,49.8,60.2
Galatasaray Esports,Team AURORA,Victory,24:17,51.3,36.7
5 Ronin,SuperMassive Blaze,Defeat,26:06,37.5,54
Fenerbahçe,Beşiktaş Esports,Victory,29:46,59.8,47.3
İstanbul Wildcats,Dark Passage,Victory,31:43,55.7,51.3
Dark Passage,Galakticos,Victory,30:18,58,49.6
NASR Turkey,Galatasaray Esports,Victory,35:13,63,57.9
Fenerbahçe,NASR Turkey,Defeat,30:12,44.2,59.4
5 Ronin,Dark Passage,Defeat,27:40,42.3,59.6
Team AURORA,Galakticos,Defeat,33:23,57.1,63.6
SuperMassive Blaze,Beşiktaş Esports,Victory,27:25,60.4,42.7
İstanbul Wildcats,Galatasaray Esports,Victory,27:05,47,41.5
5 Ronin,Team AURORA,Defeat,22:55,31.6,49.1
Galakticos,İstanbul Wildcats,Defeat,26:06,43.1,55
SuperMassive Blaze,NASR Turkey,Defeat,35:10,53.9,65.3
Galatasaray Esports,Fenerbahçe,Victory,42:39,85.3,68.8
Dark Passage,Beşiktaş Esports,Victory,25:30,50.4,42
5 Ronin,İstanbul Wildcats,Defeat,21:35,32.7,48.5
Dark Passage,NASR Turkey,Defeat,28:36,46.2,63
Beşiktaş Esports,Team AURORA,Victory,27:04,55.2,41.7
Galatasaray Esports,Galakticos,Victory,31:47,66.5,55.6
SuperMassive Blaze,Fenerbahçe,Victory,27:18,52.8,47.3
NASR Turkey,Team AURORA,Victory,41:45,80.3,71.1
5 Ronin,Galakticos,Defeat,36:16,62.7,72.5
Galatasaray Esports,SuperMassive Blaze,Victory,38:16,73,64.1
Fenerbahçe,Dark Passage,Defeat,25:33,39.6,53.3
İstanbul Wildcats,Beşiktaş Esports,Victory,24:09,53.9,39.5
Team AURORA,Fenerbahçe,Defeat,27:34,45.2,55.7
İstanbul Wildcats,NASR Turkey,Defeat,35:15,53.7,70.8
Beşiktaş Esports,Galakticos,Victory,24:38,51.3,35.9
Dark Passage,SuperMassive Blaze,Victory,30:04,62.9,49.1
5 Ronin,Galatasaray Esports,Defeat,24:26,36.3,53.6
5 Ronin,Beşiktaş Esports,Defeat,23:54,35.1,60.6
İstanbul Wildcats,Fenerbahçe,Victory,37:05,67.1,55.9
SuperMassive Blaze,Team AURORA,Victory,28:09,54.6,44.8
Dark Passage,Galatasaray Esports,Defeat,27:50,44.8,60.3
NASR Turkey,Galakticos,Victory,27:16,54,41.9
İstanbul Wildcats,SuperMassive Blaze,Victory,35:25,69.8,58.1
5 Ronin,NASR Turkey,Defeat,22:35,32.9,49.4
Beşiktaş Esports,Galatasaray Esports,Defeat,41:26,68.2,80.9
Galakticos,Fenerbahçe,Defeat,25:32,41.2,49.7
Team AURORA,Dark Passage,Defeat,27:37,46.3,54.7
İstanbul Wildcats,Dark Passage,Defeat,33:25,55.6,59.9
Beşiktaş Esports,NASR Turkey,Victory,38:14,75.8,62.9
Team AURORA,Galatasaray Esports,Victory,33:51,63.2,60.3
Fenerbahçe,Dark Passage,Victory,22:04,43.5,35.8
5 Ronin,Fenerbahçe,Defeat,26:56,44.4,58.2
SuperMassive Blaze,Galakticos,Victory,29:05,59.5,48.5
Fenerbahçe,Dark Passage,Victory,37:50,75.4,67.6
Fenerbahçe,Dark Passage,Defeat,21:38,30.6,48.4
Team AURORA,İstanbul Wildcats,Defeat,31:03,47,58.2
Beşiktaş Esports,Fenerbahçe,Defeat,47:07,79.2,89.4
Dark Passage,Fenerbahçe,Defeat,23:03,36.6,51
SuperMassive Blaze,Galatasaray Esports,Victory,35:24,64.1,65.3
SuperMassive Blaze,5 Ronin,Victory,31:08,62.3,49.4
Galatasaray Esports,NASR Turkey,Defeat,35:15,62,68.4
SuperMassive Blaze,Galatasaray Esports,Victory,33:03,65.1,55.7
SuperMassive Blaze,Galatasaray Esports,Defeat,30:54,46.3,60.5
Galakticos,Dark Passage,Defeat,39:33,72.4,76
Dark Passage,İstanbul Wildcats,Defeat,44:23,70.7,76.7
SuperMassive Blaze,Galatasaray Esports,Victory,39:59,74.4,65.2
NASR Turkey,Fenerbahçe,Victory,30:43,65.7,50.1
Fenerbahçe,NASR Turkey,Victory,32:53,61.4,53.3
NASR Turkey,Fenerbahçe,Defeat,29:50,49.2,59.9
NASR Turkey,Fenerbahçe,Victory,30:51,61.2,50.4
NASR Turkey,Fenerbahçe,Defeat,37:40,59.3,73
İstanbul Wildcats,SuperMassive Blaze,Victory,29:22,59.1,44.8
SuperMassive Blaze,İstanbul Wildcats,Defeat,37:52,66.1,69
İstanbul Wildcats,SuperMassive Blaze,Victory,27:42,53.7,44.5
Fenerbahçe,İstanbul Wildcats,Victory,32:24,62.8,49.4
Fenerbahçe,İstanbul Wildcats,Defeat,29:32,46.6,57.5
Burst The Sky,Luxury Esports,Defeat,24:35,39.4,55.4
Fenerbahçe,İstanbul Wildcats,Defeat,33:56,55.7,65.2
Fenerbahçe,İstanbul Wildcats,Victory,43:54,76.6,75
Luxury Esports,Burst The Sky,Victory,26:56,60.5,45.3
SBTC Esports,Team Secret,Defeat,28:08,45.6,55.1
İstanbul Wildcats,Fenerbahçe,Victory,36:22,67.1,56.2
Team Secret,SBTC Esports,Victory,26:53,56,44
Saigon Buffalo,Team Flash,Victory,29:35,60.2,52.8
Team Flash,Saigon Buffalo,Victory,28:29,60.2,49.9
Saigon Buffalo,Team Flash,Defeat,24:34,40.7,45.9
GAM Esports,CERBERUS,Victory,28:31,59,44
